 RI_ACCESSION 	 GENUS        	 SPECIES      	 ACP          	 ACNO         	 ACCID        	 GEOCTY       	 GEOSTA       	 LAT          	 LON          	 ACELLO       	 LOCALITY     	 PEDIGREE     	 SAMPSTAT     	 SOURCE       	 KERNELS      	 NOTES        	 FLAG         
RIHY0009	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp mays x ssp parviglumis	NA	Flint-Garcia	NA	NA	NA
RIHY0010	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp mays x ssp parviglumis	NA	Flint-Garcia	NA	NA	NA
RIHY0011	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp mays x ssp parviglumis	NA	Flint-Garcia	NA	NA	NA
RIHY0012	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp. mays x Zea diploperennis	NA	Carlson	NA	For more info, see \ \ http://www.agron.missouri.edu/mnl/63/195carlson.html\ http://www.agron.missouri.edu/mnl/69/152carlson.html\ http://www.agron.missouri.edu/mnl/63/194carlson.html\ \ 75% of Z. dip. \ \ UMN \ 1997	NA
RIHY0012	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp. mays x Zea diploperennis	NA	Carlson	NA	For more info, see \ \ http://www.agron.missouri.edu/mnl/63/195carlson.html\ http://www.agron.missouri.edu/mnl/69/152carlson.html\ http://www.agron.missouri.edu/mnl/63/194carlson.html\ \ 75% Z. dip. \ \ UMN \ 1997	NA
RIHY0013	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp. mays x Zea diploperennis	NA	Carlson	NA	For more info, see \ \ http://www.agron.missouri.edu/mnl/63/195carlson.html\ http://www.agron.missouri.edu/mnl/69/152carlson.html\ http://www.agron.missouri.edu/mnl/63/194carlson.html\ \ 20 selfed \ [A632(A632 X Las Joyas C)]\ 2000\ 	NA
RIHY0014	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp. mays x Zea diploperennis	NA	Carlson	NA	For more info, see \ \ http://www.agron.missouri.edu/mnl/63/195carlson.html\ http://www.agron.missouri.edu/mnl/69/152carlson.html\ http://www.agron.missouri.edu/mnl/63/194carlson.html\ \ 21 selfed\ [A619(A619 X Las Joyas C)]\ \2 other ears flint kernels white cobs 2000	
RIHY0015	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp. mays x Zea diploperennis	NA	Carlson	NA	For more info, see \ \ http://www.agron.missouri.edu/mnl/63/195carlson.html\ http://www.agron.missouri.edu/mnl/69/152carlson.html\ http://www.agron.missouri.edu/mnl/63/194carlson.html\ \ 72 selfed\ 17LD\ MN hybrid x Z. dip. \ 1997	NA
RIHY0016	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp. mays x Zea diploperennis	NA	Carlson	NA	For more info, see \ \ http://www.agron.missouri.edu/mnl/63/195carlson.html\ http://www.agron.missouri.edu/mnl/69/152carlson.html\ http://www.agron.missouri.edu/mnl/63/194carlson.html\ \ 48 selfed\ 194 LD\ \B73\" X \"...\" \ 6 of 6 plants bloomed in MN 2002	
RIHY0017	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp. mays x Zea diploperennis	NA	Carlson	NA	For more info, see \ \ http://www.agron.missouri.edu/mnl/63/195carlson.html\ http://www.agron.missouri.edu/mnl/69/152carlson.html\ http://www.agron.missouri.edu/mnl/63/194carlson.html\ \ 22 selfed\ [Oh43(Oh43 X Las Joyas C)]\ 2000\ 	NA
RIHY0018	Zea	hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	ssp. mays x ssp. parviglumis	NA	Doebley	NA	Packet 16612\ B73 x TIL11-S9\ Seed StockL D6GH-94-1XTIP-535	NA
RIIR	Ischaemum	rugosum	KEW	183574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIISB0014	Sorghum	bicolor subsp. bicolor	PI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIL0001	Zea	luxurians	PI	441933	336869	Guatemala	Jutiapa	14.35	-89.85	1050	1.2 km north of El Progreso on road to Jalapa. Maize fields  gully  and hedgerows.	NA	Wild	USDA	NA	NA	NA
RIL0002	Zea	luxurians	NA	NA	NA	Guatemala	NA	NA	NA	NA	NA	NA	NA	CIMMYT	NA	TL92B	NA
RIL0003	Zea	luxurians	PI	422162	494175	Mexico	NA	NA	NA	NA	Chapingo	NA	Wild	Dawe	NA	Generation 2S from Iowa PI 422162; single seed descent selfed 2008; selfed 2009	NA
RIMHU0001	Zea	mays subsp. huehuetenangensis	PI	441934	336870	Guatemala	Huehuetenango	15.65	-91.767	1350	NA	NA	NA	NA	NA		NA
RIMMA0001	Zea	mays subsp. mays	Ames	19288	82709	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	Oh43	NA
RIMMA0002	Zea	mays subsp. mays	Ames	19323	82776	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	Oh7B	NA
RIMMA0003	Zea	mays subsp. mays	Ames	19327	82780	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	Tx303	NA
RIMMA0004	Zea	mays subsp. mays	Ames	27081	645471	NA	NA	NA	NA	NA	NA	Population 44: P 44C4HC101-3-#1-1-B-### .  Population 44 is also named (AED) Tuxpeno and its compnents are AED and Tuxpe?o components.  AED (American Early Dent) was Boone County White from North-Carolina  before it was brought to Egypt in 1920.  The other component is an early cycle of short plant selections from Tuxpeno-1.	Breeder's line	USDA	NA	CML103	NA
RIMMA0005	Zea	mays subsp. mays	Ames	27088	645477	NA	NA	NA	NA	NA	NA	EV88SUWAN1-SR(BC5)-201-1-1-b-b	Breeder's line	USDA	NA	CML228	NA
RIMMA0006	Zea	mays subsp. mays	Ames	27096	645484	NA	NA	NA	NA	NA	NA	Recy W.: 89[L/LMBR]17-B-5-3-1-4-B*4	Breeder's line	USDA	NA	CML322	NA
RIMMA0007	Zea	mays subsp. mays	Ames	27101	645586	NA	NA	NA	NA	NA	NA	Population 590: P 590C3F373-1-1-7-B-#-5-2-B-#-B	Breeder's line	USDA	NA	CML333	NA
RIMMA0008	Zea	mays subsp. mays	Ames	27118	645502	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	IL14H	NA
RIMMA0009	Zea	mays subsp. mays	Ames	27123	645580	NA	NA	NA	NA	NA	NA	Suwan 1(S)C4-S8-5-3 (2007)	Breeder's line	USDA	NA	Ki3	NA
RIMMA0010	Zea	mays subsp. mays	Ames	27124	645506	NA	NA	NA	NA	NA	NA	Suwan 1(S)C4-S8-18-7 (2025)	Breeder's line	USDA	NA	Ki11	NA
RIMMA0011	Zea	mays subsp. mays	Ames	27130	645512	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	Ky21	NA
RIMMA0012	Zea	mays subsp. mays	Ames	27133	645514	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	M37W	NA
RIMMA0013	Zea	mays subsp. mays	Ames	27134	645515	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	M162W	NA
RIMMA0014	Zea	mays subsp. mays	Ames	27171	645548	NA	NA	NA	NA	NA	NA	Derived from an experimental line sharing the same pedigree of NC296 with an experimental line from the hybrid H101 from El Salvador	Breeder's line	USDA	NA	NC350	NA
RIMMA0015	Zea	mays subsp. mays	Ames	27175	645552	NA	NA	NA	NA	NA	NA	Recurrent selection from an all-tropical hybrid synthetic TROPHY	Breeder's line	USDA	NA	NC358	NA
RIMMA0016	Zea	mays subsp. mays	Ames	28184	699966	NA	NA	NA	NA	NA	NA	Population 36: P 36C5F37-2-1-1-b1#b1-b1#b1-b1 .  Population 36 is also named Cogollero and it is a Caribbean composite involving 165 accessions from all the Caribbean islands. About 50 families from the Insect Disease Resistance Nursery (IDRN) population  20 families from Pool 22  and 26 families from Pool 26.	Breeder's line	USDA	NA	CML69	NA
RIMMA0017	Zea	mays subsp. mays	PI	506246	401182	NA	NA	NA	NA	NA	NA	TZB/TZSR	Breeder's line	USDA	NA	Tzi8	NA
RIMMA0018	Zea	mays subsp. mays	PI	550441	445377	NA	NA	NA	NA	NA	NA	WF9/Mo22	Breeder's line	USDA	NA	Mo18W	NA
RIMMA0019	Zea	mays subsp. mays	PI	550473	445409	NA	NA	NA	NA	NA	NA	Selected from advanced recurrent selection population (C5) of Iowa Stiff Stalk Synthetic (BSSS).	Breeder's line	USDA	NA	B73	NA
RIMMA0020	Zea	mays subsp. mays	PI	564682	459653	NA	NA	NA	NA	NA	NA	Iowa Corn Borer Synthetic No. 1 [BSCB1(R)C9]-2	Breeder's line	USDA	NA	B97	NA
RIMMA0021	Zea	mays subsp. mays	PI	587131	84096	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	HP301\ 	NA
RIMMA0022	Zea	mays subsp. mays	PI	587137	82773	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	MS71	NA
RIMMA0023	Zea	mays subsp. mays	PI	595541	525934	NA	NA	NA	NA	NA	NA	Pool 24: (Pool 24 FS119*FS54)-6-4-1-1-BB-f .  Pool 24 is also named Tropical late white dent (TLWD) and its components are mainly Tuxpeno materials from Mexico and late maturity materials from Central America.	Breeder's line	USDA	NA	CML247	NA
RIMMA0024	Zea	mays subsp. mays	PI	595550	525948	NA	NA	NA	NA	NA	NA	Population 43: Ferke 8243-51-1-1-B-##-1-BB-# .  Population 43 is also named La Posta and its components is a Tuxpeno synthetic composed of 16 inbred lines.	Breeder's line	USDA	NA	CML277	NA
RIMMA0025	Zea	mays subsp. mays	PI	595561	525986	NA	NA	NA	NA	NA	NA	Population 79: Sta.Rosa 8079-22-2-2-##	Breeder's line	USDA	NA	CML52	NA
RIMMA0026	Zea	mays subsp. mays	PI	620781	42603	Mexico	Coahuila	28.5	-100.933	250	Zaragoza.	NA	Traditional cultivar/landrace	USDA	NA	Palomero	NA
RIMMA0027	Zea	mays subsp. mays	PI	629124	73261	Mexico	Campeche	20.3167	-90.0167	30	Calkini.	NA	Traditional cultivar/landrace	USDA	NA	Dzit Bacal	NA
RIMMA0028	Zea	mays subsp. mays	PI	645866	83081	Mexico	Mexico	19.8	-99.8667	2600	El Potrero  Atlacomulco.	NA	Traditional cultivar/landrace	USDA	NA	Palomero	NA
RIMMA0029	Zea	mays subsp. mays	Ames	28186	699968	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0030	Zea	mays subsp. mays	Ames	19962	83844	Mexico	Mexico	19.2667	-100.183	2100	1 km northeast of St. Cuitlapaltepec  Santiago Cuitlapaltepec  Municipio of Donato Guerra.	NA	Traditional cultivar/landrace	USDA	NA	Palomero Toluqu–o	NA
RIMMA0030	Zea	mays subsp. mays	Ames	19962	83844	Mexico	Mexico	19.2667	-100.183	2100	1 km northeast of St. Cuitlapaltepec  Santiago Cuitlapaltepec  Municipio of Donato Guerra.	NA	Traditional cultivar/landrace	USDA	NA	Palomero Toluqu?o	NA
RIMMA0031	Zea	mays subsp. mays	NSL	2824	22072	NA	NA	NA	NA	NA	NA	NA	Traditional cultivar/landrace	USDA	NA	Palomero Toluqu–o	NA
RIMMA0031	Zea	mays subsp. mays	NSL	2824	22072	NA	NA	NA	NA	NA	NA	NA	Traditional cultivar/landrace	USDA	NA	Palomero Toluqu?o	NA
RIMMA0032	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-103-bulk self stock me MR01 (Araguito) S6 packet 27503	NA
RIMMA0033	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 08S-N001-bulk self stock me MR02 (Assiniboine) packet 26400	NA
RIMMA0034	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-105-bulk self stock me MR03 (Bolita) S6 packet 27504	NA
RIMMA0035	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	CONTAMINATED DURING INBREEDING. S5 HAD 10% HETEROZYGOSITY.  seed lot 09W-107-bulk self stock me MR04 (Canilla) S6 packet 27505	NA
RIMMA0036	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-109-bulk self stock me MR05 (Cateto) S6 packet 27506	NA
RIMMA0037	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-111-bulk self stock me MR06 (Chapalote) S6 packet 27507	NA
RIMMA0038	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-113-bulk self stock me MR07 (Comiteco) S6 packet 27508	NA
RIMMA0039	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-115-bulk self stock me MR08 (Costeno) S6 packet 27509	NA
RIMMA0040	Zea	mays subsp. mays	NA	NA	NA	Brazil	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-116-bulk self stock me MR09 (Cravo Riogranense) S6 packet 27510	NA
RIMMA0041	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-118-bulk self stock me MR10 (Cristalino Norteno) S6 packet 27511	NA
RIMMA0042	Zea	mays subsp. mays	NA	NA	NA	Cuba	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-120-bulk self stock me MR11 (Cuban Flint) S6 packet 27512	NA
RIMMA0043	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 08S-N002-bulk self stock me MR12 (Havasupai) packet 26401	NA
RIMMA0044	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 08S-N004-bulk self stock me MR13 (Hickory King) packet 26402	NA
RIMMA0045	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 08S-N005-bulk self stock me MR14 (Longfellow Flint) packet 26403	NA
RIMMA0046	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	CONTAMINATED DURING INBREEDING.  S5 was ~84% HOMOZYGOUS. seed lot 09W-122-bulk self stock me MR15 (Palomero de Jalisco) S6 packet 27513	NA
RIMMA0047	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	CONTAMINATED DURING INBREEDING. S6 HAD >10% HETEROZYGOSITY.  seed lot 09W-124-bulk self stock me MR16 (Pepetilla) S7 packet 27514.	NA
RIMMA0048	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-128-bulk self stock me MR18 (Reventador) S6 packet 27515	NA
RIMMA0049	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 08S-N006-bulk self stock me MR19 (Santo Domingo) packet 26404	NA
RIMMA0050	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-130-bulk self stock me MR20 (Shoe Peg) S7 packet 27516	NA
RIMMA0051	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-132-bulk self stock me MR21 (Tabloncillo) S6 packet 27517	NA
RIMMA0052	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-134-bulk self stock me MR22 (Tuxpeno) S6 packet 27518	NA
RIMMA0053	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-136-bulk self stock me MR23 (Zapalote Chico) S6 packet 27519	NA
RIMMA0054	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-140-bulk self stock me MR25 (Poropo) S5 packet 27521	NA
RIMMA0055	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Doebley	NA	seed lot 09W-644-bulk self stock me MR26 (Pollo)  S5 packet 27526	NA
RIMMA0056	Zea	mays subsp. mays	PI	558532	453504	NA	NA	NA	NA	NA	NA	CI 187-2/C103	Breeder's line	USDA	NA	NA	NA
RIMMA0057	Zea	mays subsp. mays	MGS	25795	8288	NA	NA	NA	NA	NA	NA	NA	Breeder's line	Stock Center	NA	possible centromere variant?	NA
RIMMA0058	Zea	mays subsp. mays	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Stock Center	NA	possible centromere variant?	NA
RIMMA0059	Zea	mays subsp. mays	MGS	14780	8253	NA	NA	NA	NA	NA	NA	NA	Breeder's line	Stock Center	NA	possible centromere variant?	NA
RIMMA0060	Zea	mays subsp. mays	MGS	14128	4606	NA	NA	NA	NA	NA	NA	NA	Breeder's line	Stock Center	NA	possible centromere variant?	NA
RIMMA0061	Zea	mays subsp. mays	MGS	14646	8901	NA	NA	NA	NA	NA	NA	NA	Breeder's line	Stock Center	NA	possible centromere variant?	NA
RIMMA0062	Zea	mays subsp. mays	MGS	96977	8913	NA	NA	NA	NA	NA	NA	NA	Breeder's line	Stock Center	NA	possible centromere variant?	NA
RIMMA0063	Zea	mays subsp. mays	MGS	109599	511313	NA	NA	NA	NA	NA	NA	NA	Breeder's line	Stock Center	NA	possible centromere variant?	NA
RIMMA0064	Zea	mays subsp. mays	MGS	142656	618015	NA	NA	NA	NA	NA	NA	NA	Breeder's line	Stock Center	NA	possible centromere variant?	NA
RIMMA0065	Zea	mays subsp. mays	Ames	3004	22863	NA	NA	NA	NA	NA	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0066	Zea	mays subsp. mays	Ames	4327	27700	NA	NA	NA	NA	NA	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0067	Zea	mays subsp. mays	Ames	4328	27703	NA	NA	NA	NA	NA	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0068	Zea	mays subsp. mays	Ames	4329	27709	NA	NA	NA	NA	NA	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0069	Zea	mays subsp. mays	Ames	19002	82222	NA	NA	NA	NA	NA	NA	WF9 x T8	Breeder's line	USDA	NA	NA	NA
RIMMA0070	Zea	mays subsp. mays	Ames	19016	82250	NA	NA	NA	NA	NA	NA	(C103 x T82)(K4 x C1032)	Breeder's line	USDA	NA	NA	NA
RIMMA0071	Zea	mays subsp. mays	Ames	19284	82701	NA	NA	NA	NA	NA	NA	Lancaster Surecrop (from Noah Hershey)	Breeder's line	USDA	NA	NA	NA
RIMMA0072	Zea	mays subsp. mays	Ames	19288	82709	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	identical to RIMMA001	NA
RIMMA0073	Zea	mays subsp. mays	Ames	19293	82719	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0074	Zea	mays subsp. mays	Ames	19308	82753	NA	NA	NA	NA	NA	NA	[(Mt42 X B14) B14 self B14(2)]	Breeder's line	USDA	NA	NA	NA
RIMMA0075	Zea	mays subsp. mays	Ames	19309	82757	NA	NA	NA	NA	NA	NA	[(ND302 X B14) B14(2)]	Breeder's line	USDA	NA	NA	NA
RIMMA0076	Zea	mays subsp. mays	Ames	19311	82761	NA	NA	NA	NA	NA	NA	ND203 X B14	Breeder's line	USDA	NA	NA	NA
RIMMA0077	Zea	mays subsp. mays	Ames	19313	82765	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0078	Zea	mays subsp. mays	Ames	19319	82771	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0079	Zea	mays subsp. mays	Ames	19321	82774	NA	NA	NA	NA	NA	NA	Stiff Stalk Synthetic 1	Breeder's line	USDA	NA	NA	NA
RIMMA0080	Zea	mays subsp. mays	Ames	20140	84249	NA	NA	NA	NA	NA	NA	Minnesota #13 (Owen's Strain)	Breeder's line	USDA	NA	NA	NA
RIMMA0081	Zea	mays subsp. mays	Ames	20190	84398	NA	NA	NA	NA	NA	NA	KE 3	Breeder's line	USDA	NA	NA	NA
RIMMA0082	Zea	mays subsp. mays	Ames	21512	86562	NA	NA	NA	NA	NA	NA	Midland Yellow Dent	Breeder's line	USDA	NA	NA	NA
RIMMA0083	Zea	mays subsp. mays	Ames	21970	87388	NA	NA	NA	NA	NA	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0084	Zea	mays subsp. mays	Ames	22439	489083	NA	NA	NA	NA	NA	NA	G3 x AR9	Breeder's line	USDA	NA	NA	NA
RIMMA0085	Zea	mays subsp. mays	Ames	22443	489206	NA	NA	NA	NA	NA	NA	4-29(Silver King) x 46(N.W. Dent)4^4	Breeder's line	USDA	NA	NA	NA
RIMMA0086	Zea	mays subsp. mays	Ames	22748	517103	NA	NA	NA	NA	NA	NA	N28 X H91	Advanced cultivar	USDA	NA	NA	NA
RIMMA0087	Zea	mays subsp. mays	Ames	22754	517109	NA	NA	NA	NA	NA	NA	Pride of Saline	Advanced cultivar	USDA	NA	NA	NA
RIMMA0088	Zea	mays subsp. mays	Ames	22756	517121	NA	NA	NA	NA	NA	NA	OS 426-5-2-4-4-2-4-1-3-3-1.  Osterland Yellow Dent.	Breeder's line	USDA	NA	NA	NA
RIMMA0089	Zea	mays subsp. mays	Ames	23392	534889	NA	NA	NA	NA	NA	NA	64 X 15-28	Breeder's line	USDA	NA	NA	NA
RIMMA0090	Zea	mays subsp. mays	Ames	23423	535048	NA	NA	NA	NA	NA	NA	Golden King (McArthur)	Breeder's line	USDA	NA	NA	NA
RIMMA0091	Zea	mays subsp. mays	Ames	23424	535049	NA	NA	NA	NA	NA	NA	4-29 X 64	Breeder's line	USDA	NA	NA	NA
RIMMA0092	Zea	mays subsp. mays	Ames	23427	535110	NA	NA	NA	NA	NA	NA	Reid Yellow Dent (selected from Holbert a line self ~S8)	Breeder's line	USDA	NA	NA	NA
RIMMA0093	Zea	mays subsp. mays	Ames	23428	535124	NA	NA	NA	NA	NA	NA	Reid Yellow Dent (selected from Holbert a line self ~S8)	Breeder's line	USDA	NA	NA	NA
RIMMA0094	Zea	mays subsp. mays	Ames	23447	535323	NA	NA	NA	NA	NA	NA	A78 X A109	Breeder's line	USDA	NA	NA	NA
RIMMA0095	Zea	mays subsp. mays	Ames	23450	535336	NA	NA	NA	NA	NA	NA	B164-886 X A237	Breeder's line	USDA	NA	NA	NA
RIMMA0096	Zea	mays subsp. mays	Ames	23476	535387	NA	NA	NA	NA	NA	NA	[(V3 X Wf9) S1 Wf9]	Breeder's line	USDA	NA	NA	NA
RIMMA0097	Zea	mays subsp. mays	Ames	23488	535416	NA	NA	NA	NA	NA	NA	[(Mt42 X B14) S1 B14]	Breeder's line	USDA	NA	NA	NA
RIMMA0098	Zea	mays subsp. mays	Ames	23508	535500	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0099	Zea	mays subsp. mays	Ames	23509	535501	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0100	Zea	mays subsp. mays	Ames	23518	535510	NA	NA	NA	NA	NA	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0101	Zea	mays subsp. mays	Ames	23519	535511	NA	NA	NA	NA	NA	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0102	Zea	mays subsp. mays	Ames	23922	547592	NA	NA	NA	NA	NA	NA	[(Oh51 X Oh17)Oh51]	Breeder's line	USDA	NA	NA	NA
RIMMA0103	Zea	mays subsp. mays	Ames	24589	559778	NA	NA	NA	NA	NA	NA	Iodent	Breeder's line	USDA	NA	NA	NA
RIMMA0104	Zea	mays subsp. mays	Ames	24590	559779	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0105	Zea	mays subsp. mays	Ames	24712	557010	NA	NA	NA	NA	NA	NA	A619 X R168	Breeder's line	USDA	NA	NA	NA
RIMMA0106	Zea	mays subsp. mays	Ames	24752	557043	NA	NA	NA	NA	NA	NA	[(Golden Glow X Maize Amargo) X Golden Glow]	Breeder's line	USDA	NA	NA	NA
RIMMA0107	Zea	mays subsp. mays	Ames	26021	597264	NA	NA	NA	NA	NA	NA	Palin Reid	Breeder's line	USDA	NA	NA	NA
RIMMA0108	Zea	mays subsp. mays	Ames	26022	597265	NA	NA	NA	NA	NA	NA	Reid Yellow Dent (Troyer strain)	Breeder's line	USDA	NA	NA	NA
RIMMA0109	Zea	mays subsp. mays	Ames	26604	631443	NA	NA	NA	NA	NA	NA	Outcross in line from 176A.	Breeder's line	USDA	NA	NA	NA
RIMMA0110	Zea	mays subsp. mays	Ames	26769	633451	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0111	Zea	mays subsp. mays	Ames	26770	633452	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0112	Zea	mays subsp. mays	Ames	26771	633453	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0113	Zea	mays subsp. mays	Ames	26772	633454	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0114	Zea	mays subsp. mays	Ames	26796	633478	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0115	Zea	mays subsp. mays	Ames	26798	633480	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0116	Zea	mays subsp. mays	Ames	26808	633449	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0117	Zea	mays subsp. mays	Ames	27045	645414	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0118	Zea	mays subsp. mays	Ames	27066	645459	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0119	Zea	mays subsp. mays	Ames	27070	645462	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0120	Zea	mays subsp. mays	Ames	27105	645491	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0121	Zea	mays subsp. mays	Ames	27121	645505	NA	NA	NA	NA	NA	NA	Pride of Saline	Breeder's line	USDA	NA	NA	NA
RIMMA0122	Zea	mays subsp. mays	Ames	27122	645588	NA	NA	NA	NA	NA	NA	Yellow Selection No. 1 (Pride of Saline  yellow strain)	Breeder's line	USDA	NA	NA	NA
RIMMA0123	Zea	mays subsp. mays	Ames	27136	645516	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0124	Zea	mays subsp. mays	Ames	27137	645517	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0125	Zea	mays subsp. mays	Ames	27139	645519	NA	NA	NA	NA	NA	NA	Weekley's Improved	Breeder's line	USDA	NA	NA	NA
RIMMA0126	Zea	mays subsp. mays	Ames	27184	645561	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
